ENSP00000000412	ENSG00000003056	M6PR	ENSDARP00000018076	ENSDARG00000018432	m6pr
ENSP00000302648	ENSG00000171119	NRTN	ENSDARP00000142412	ENSDARG00000079849	nrtn
ENSP00000302657	ENSG00000168792	ABHD15	ENSDARP00000101710	ENSDARG00000078768	abhd15a
ENSP00000302665	ENSG00000017427	IGF1	ENSDARP00000017449	ENSDARG00000094132	igf1
ENSP00000302716	ENSG00000169876	MUC17	ENSDARP00000142889	ENSDARG00000105522	si:ch211-196f2.3
ENSP00000302728	ENSG00000169919	GUSB	ENSDARP00000086365	ENSDARG00000063126	gusb
ENSP00000302768	ENSG00000172239	PAIP1	ENSDARP00000062956	ENSDARG00000042892	paip1
ENSP00000302801	ENSG00000171103	TRMT61B	ENSDARP00000128834	ENSDARG00000097465	trmt61b
ENSP00000302814	ENSG00000171540	OTP	ENSDARP00000122985	ENSDARG00000058379	otpb
ENSP00000302833	ENSG00000213203	GIMAP1	ENSDARP00000150363	ENSDARG00000112569	BX321875.3
ENSP00000302846	ENSG00000171522	PTGER4	ENSDARP00000092384	ENSDARG00000059236	ptger4a
ENSP00000302898	ENSG00000105146	AURKC	ENSDARP00000054822	ENSDARG00000037640	aurkb
ENSP00000302935	ENSG00000172349	IL16	ENSDARP00000130224	ENSDARG00000102908	il16
ENSP00000303015	ENSG00000169249	ZRSR2	ENSDARP00000075762	ENSDARG00000058448	zrsr2
ENSP00000303042	ENSG00000169129	AFAP1L2	ENSDARP00000092857	ENSDARG00000074806	afap1l2
ENSP00000303058	ENSG00000168944	CEP120	ENSDARP00000111696	ENSDARG00000091326	cep120
ENSP00000303088	ENSG00000168495	POLR3D	ENSDARP00000137980	ENSDARG00000104516	polr3d
ENSP00000303129	ENSG00000171724	VAT1L	ENSDARP00000132420	ENSDARG00000101280	vat1l
ENSP00000303153	ENSG00000169436	COL22A1	ENSDARP00000138598	ENSDARG00000101592	col22a1
ENSP00000303206	ENSG00000172023	REG1B	ENSDARP00000122934	ENSDARG00000079043	si:dkeyp-75b4.10
ENSP00000303208	ENSG00000169174	PCSK9	ENSDARP00000104114	ENSDARG00000074185	pcsk9
ENSP00000303246	ENSG00000172497	ACOT12	ENSDARP00000071202	ENSDARG00000054534	ACOT12
ENSP00000303252	ENSG00000170396	ZNF804A	ENSDARP00000036330	ENSDARG00000027079	znf804a
ENSP00000303315	ENSG00000171223	JUNB	ENSDARP00000109347	ENSDARG00000074378	junba
ENSP00000303356	ENSG00000169738	DCXR	ENSDARP00000019859	ENSDARG00000079271	dcxr
ENSP00000303366	ENSG00000169223	LMAN2	ENSDARP00000083123	ENSDARG00000061854	lman2
ENSP00000303398	ENSG00000172167	MTBP	ENSDARP00000107830	ENSDARG00000090447	mtbp
ENSP00000303423	ENSG00000168522	FNTA	ENSDARP00000133663	ENSDARG00000099143	fnta
ENSP00000303452	ENSG00000170893	TRH	ENSDARP00000021167	ENSDARG00000006868	trh
ENSP00000303490	ENSG00000172244	C5orf34	ENSDARP00000113437	ENSDARG00000092445	zgc:153352
ENSP00000303511	ENSG00000124587	PEX6	ENSDARP00000095384	ENSDARG00000070958	pex6
ENSP00000303515	ENSG00000169718	DUS1L	ENSDARP00000100228	ENSDARG00000089260	dus1l
ENSP00000303525	ENSG00000145439	CBR4	ENSDARP00000010074	ENSDARG00000009074	cbr4
ENSP00000303550	ENSG00000170891	CYTL1	ENSDARP00000107063	ENSDARG00000089216	zmp:0000001268
ENSP00000303570	ENSG00000106524	ANKMY2	ENSDARP00000003452	ENSDARG00000005948	ankmy2a
ENSP00000303575	ENSG00000170502	NUDT9	ENSDARP00000106416	ENSDARG00000087927	nudt9
ENSP00000303584	ENSG00000156239	N6AMT1	ENSDARP00000157105	ENSDARG00000115421	n6amt1
ENSP00000303706	ENSG00000164045	CDC25A	ENSDARP00000003494	ENSDARG00000010792	cdc25b
ENSP00000303709	ENSG00000170142	UBE2E1	ENSDARP00000105375	ENSDARG00000116649	ube2e1
ENSP00000303754	ENSG00000171497	PPID	ENSDARP00000107677	ENSDARG00000038835	ppid
ENSP00000303758	ENSG00000169641	LUZP1	ENSDARP00000129096	ENSDARG00000075556	luzp1
ENSP00000303775	ENSG00000169618	PROKR1	ENSDARP00000152113	ENSDARG00000111213	prokr1b
ENSP00000303928	ENSG00000170871	KIAA0232	ENSDARP00000123623	ENSDARG00000052244	zgc:158564
ENSP00000303942	ENSG00000169704	GP9	ENSDARP00000116308	ENSDARG00000090638	gp9
ENSP00000303987	ENSG00000168569	TMEM223	ENSDARP00000091975	ENSDARG00000069494	tmem223
ENSP00000303992	ENSG00000170876	TMEM43	ENSDARP00000145450	ENSDARG00000115428	CABZ01101813.1
ENSP00000304032	ENSG00000172345	STARD5	ENSDARP00000136181	ENSDARG00000076117	stard5
ENSP00000304051	ENSG00000170881	RNF139	ENSDARP00000053621	ENSDARG00000036929	rnf139
ENSP00000304078	ENSG00000168143	FAM83B	ENSDARP00000099572	ENSDARG00000078309	fam83b
ENSP00000304108	ENSG00000144369	FAM171B	ENSDARP00000125629	ENSDARG00000096271	march7
ENSP00000304133	ENSG00000171951	SCG2	ENSDARP00000099613	ENSDARG00000038574	scg2b
ENSP00000304147	ENSG00000172428	COPS9	ENSDARP00000106916	ENSDARG00000045296	cops9
ENSP00000304277	ENSG00000169908	TM4SF1	ENSDARP00000095300	ENSDARG00000060668	tm4sf18
ENSP00000304283	ENSG00000169750	RAC3	ENSDARP00000111723	ENSDARG00000090062	rac3a
ENSP00000304292	ENSG00000105186	ANKRD27	ENSDARP00000110301	ENSDARG00000089207	ankrd27
ENSP00000304331	ENSG00000169840	GSX1	ENSDARP00000051832	ENSDARG00000035735	gsx1
ENSP00000304353	ENSG00000172336	POP7	ENSDARP00000052870	ENSDARG00000036394	pop7
ENSP00000304355	ENSG00000169193	CCDC126	ENSDARP00000085375	ENSDARG00000062695	ccdc126
ENSP00000304360	ENSG00000186532	SMYD4	ENSDARP00000080925	ENSDARG00000060983	smyd4
ENSP00000304410	ENSG00000168887	C2orf68	ENSDARP00000119204	ENSDARG00000059459	C5H2orf68
ENSP00000304429	ENSG00000162627	SNX7	ENSDARP00000131073	ENSDARG00000105185	snx7
ENSP00000304435	ENSG00000135063	FAM189A2	ENSDARP00000134969	ENSDARG00000099946	fam189a2
ENSP00000304437	ENSG00000171798	KNDC1	ENSDARP00000154639	ENSDARG00000116483	FP102122.1
ENSP00000304501	ENSG00000170425	ADORA2B	ENSDARP00000113432	ENSDARG00000002533	adora2b
ENSP00000304553	ENSG00000168303	MPLKIP	ENSDARP00000101285	ENSDARG00000078986	mplkip
ENSP00000304586	ENSG00000168096	ANKS3	ENSDARP00000123123	ENSDARG00000038557	anks3
ENSP00000304593	ENSG00000106400	ZNHIT1	ENSDARP00000071271	ENSDARG00000054574	znhit1
ENSP00000304676	ENSG00000168874	ATOH8	ENSDARP00000054688	ENSDARG00000037555	atoh8
ENSP00000304689	ENSG00000168286	THAP11	ENSDARP00000052341	ENSDARG00000036055	thap11
ENSP00000304697	ENSG00000170315	UBB	ENSDARP00000131252	ENSDARG00000112953	ubb
ENSP00000304713	ENSG00000170903	MSANTD4	ENSDARP00000127826	ENSDARG00000018040	msantd4
ENSP00000304736	ENSG00000170522	ELOVL6	ENSDARP00000096379	ENSDARG00000004402	elovl6
ENSP00000304767	ENSG00000169860	P2RY1	ENSDARP00000142018	ENSDARG00000105281	p2ry1
ENSP00000304802	ENSG00000168393	DTYMK	ENSDARP00000068373	ENSDARG00000052103	dtymk
ENSP00000304923	ENSG00000168904	LRRC28	ENSDARP00000074610	ENSDARG00000057477	lrrc28
ENSP00000304941	ENSG00000168778	TCTN2	ENSDARP00000115622	ENSDARG00000035633	tctn2
ENSP00000304945	ENSG00000154133	ROBO4	ENSDARP00000112841	ENSDARG00000009387	robo4
ENSP00000304987	ENSG00000170819	BFSP2	ENSDARP00000144091	ENSDARG00000011998	bfsp2
ENSP00000305071	ENSG00000064490	RFXANK	ENSDARP00000005892	ENSDARG00000016730	rfxank
ENSP00000305107	ENSG00000171115	GIMAP8	ENSDARP00000142350	ENSDARG00000076573	si:dkey-88j15.3
ENSP00000305151	ENSG00000170234	PWWP2A	ENSDARP00000128359	ENSDARG00000075526	pwwp2a
ENSP00000305193	ENSG00000118960	HS1BP3	ENSDARP00000043665	ENSDARG00000034222	hs1bp3
ENSP00000305204	ENSG00000169607	CKAP2L	ENSDARP00000139380	ENSDARG00000100573	ckap2l
ENSP00000305230	ENSG00000143742	SRP9	ENSDARP00000124362	ENSDARG00000042851	srp9
ENSP00000305244	ENSG00000170549	IRX1	ENSDARP00000137879	ENSDARG00000101831	irx1a
ENSP00000305255	ENSG00000170310	STX8	ENSDARP00000139377	ENSDARG00000103173	stx8
ENSP00000305343	ENSG00000168875	SOX14	ENSDARP00000095305	ENSDARG00000070929	sox14
ENSP00000305372	ENSG00000169252	ADRB2	ENSDARP00000130127	ENSDARG00000088124	adrb2a
ENSP00000305422	ENSG00000172216	CEBPB	ENSDARP00000062701	ENSDARG00000042725	cebpb
ENSP00000305442	ENSG00000168434	COG7	ENSDARP00000081872	ENSDARG00000061372	cog7
ENSP00000305459	ENSG00000213380	COG8	ENSDARP00000008507	ENSDARG00000002798	cog8
ENSP00000305480	ENSG00000168496	FEN1	ENSDARP00000004016	ENSDARG00000011404	fen1
ENSP00000305494	ENSG00000171763	SPATA5L1	ENSDARP00000107156	ENSDARG00000061763	spata5l1
ENSP00000305502	ENSG00000100325	ASCC2	ENSDARP00000048858	ENSDARG00000013058	ascc2
ENSP00000305595	ENSG00000170340	B3GNT2	ENSDARP00000119399	ENSDARG00000091902	b3gnt2b
ENSP00000305631	ENSG00000171773	NXNL1	ENSDARP00000117387	ENSDARG00000052035	nxnl1
ENSP00000305647	ENSG00000168899	VAMP5	ENSDARP00000089406	ENSDARG00000068262	vamp5
ENSP00000305654	ENSG00000171928	TVP23B	ENSDARP00000074109	ENSDARG00000057060	tvp23b
ENSP00000305675	ENSG00000168497	CAVIN2	ENSDARP00000121255	ENSDARG00000071196	cavin2b
ENSP00000305682	ENSG00000154719	MRPL39	ENSDARP00000119574	ENSDARG00000041570	mrpl39
ENSP00000305696	ENSG00000101546	RBFA	ENSDARP00000114038	ENSDARG00000073705	rbfa
ENSP00000305725	ENSG00000171310	CHST11	ENSDARP00000042962	ENSDARG00000034375	chst11
ENSP00000305790	ENSG00000189091	SF3B3	ENSDARP00000134109	ENSDARG00000103553	sf3b3
ENSP00000305810	ENSG00000168818	STX18	ENSDARP00000051892	ENSDARG00000035763	stx18
ENSP00000305852	ENSG00000169903	TM4SF4	ENSDARP00000095301	ENSDARG00000040747	tm4sf4
ENSP00000305877	ENSG00000171596	NMUR1	ENSDARP00000116244	ENSDARG00000060884	nmur1a
ENSP00000305892	ENSG00000168701	TMEM208	ENSDARP00000089483	ENSDARG00000068291	tmem208
ENSP00000305973	ENSG00000198353	HOXC4	ENSDARP00000093906	ENSDARG00000070338	hoxc4a
ENSP00000305988	ENSG00000170017	ALCAM	ENSDARP00000152888	ENSDARG00000026531	alcama
ENSP00000306003	ENSG00000169020	ATP5ME	ENSDARP00000090664	ENSDARG00000068940	atp5meb
ENSP00000306070	ENSG00000170917	NUDT6	ENSDARP00000133374	ENSDARG00000103523	nudt6
ENSP00000306080	ENSG00000171861	MRM3	ENSDARP00000119941	ENSDARG00000016543	mrm3a
ENSP00000306099	ENSG00000171564	FGB	ENSDARP00000016228	ENSDARG00000008969	fgb
ENSP00000306105	ENSG00000121289	CEP89	ENSDARP00000121321	ENSDARG00000005092	cep89
ENSP00000306129	ENSG00000169676	DRD5	ENSDARP00000059734	ENSDARG00000040765	drd6b
ENSP00000306157	ENSG00000168685	IL7R	ENSDARP00000119705	ENSDARG00000078970	il7r
ENSP00000306163	ENSG00000165887	ANKRD2	ENSDARP00000069315	ENSDARG00000002722	ankrd2
ENSP00000306245	ENSG00000170345	FOS	ENSDARP00000043297	ENSDARG00000031683	fosab
ENSP00000306285	ENSG00000111907	TPD52L1	ENSDARP00000062401	ENSDARG00000042548	tpd52l1
ENSP00000306324	ENSG00000171813	PWWP2B	ENSDARP00000133698	ENSDARG00000101080	pwwp2b
ENSP00000306328	ENSG00000171612	SLC25A33	ENSDARP00000058406	ENSDARG00000039931	slc25a33
ENSP00000306344	ENSG00000166575	TMEM135	ENSDARP00000104715	ENSDARG00000069157	tmem135
ENSP00000306390	ENSG00000172382	PRSS27	ENSDARP00000069334	ENSDARG00000052905	zgc:165423
ENSP00000306397	ENSG00000169021	UQCRFS1	ENSDARP00000011707	ENSDARG00000007745	uqcrfs1
ENSP00000306407	ENSG00000003249	DBNDD1	ENSDARP00000104905	ENSDARG00000090108	si:ch1073-174d20.1
ENSP00000306425	ENSG00000170791	CHCHD7	ENSDARP00000124392	ENSDARG00000068156	chchd7
ENSP00000306449	ENSG00000170775	GPR37	ENSDARP00000099643	ENSDARG00000074563	gpr37a
ENSP00000306512	ENSG00000169429	CXCL8	ENSDARP00000136707	ENSDARG00000099169	cxcl8b.3
ENSP00000306523	ENSG00000168348	INSM2	ENSDARP00000044125	ENSDARG00000020655	INSM2
ENSP00000306528	ENSG00000121644	DESI2	ENSDARP00000033545	ENSDARG00000004460	desi2
ENSP00000306548	ENSG00000172172	MRPL13	ENSDARP00000073936	ENSDARG00000056903	mrpl13
ENSP00000306561	ENSG00000114026	OGG1	ENSDARP00000078516	ENSDARG00000060002	ogg1
ENSP00000306625	ENSG00000169696	ASPSCR1	ENSDARP00000142357	ENSDARG00000105321	aspscr1
ENSP00000306662	ENSG00000170214	ADRA1B	ENSDARP00000021131	ENSDARG00000011317	adra1ba
ENSP00000306678	ENSG00000170209	ANKK1	ENSDARP00000073959	ENSDARG00000056921	ankk1
ENSP00000306754	ENSG00000171532	NEUROD2	ENSDARP00000023642	ENSDARG00000016854	neurod2
ENSP00000306760	ENSG00000169683	LRRC45	ENSDARP00000138152	ENSDARG00000014005	lrrc45
ENSP00000306817	ENSG00000171174	RBKS	ENSDARP00000030612	ENSDARG00000019877	rbks
ENSP00000306822	ENSG00000169857	AVEN	ENSDARP00000010975	ENSDARG00000002894	aven
ENSP00000306844	ENSG00000168758	SEMA4C	ENSDARP00000098457	ENSDARG00000079611	sema4c
ENSP00000306866	ENSG00000170296	GABARAP	ENSDARP00000068351	ENSDARG00000052082	gabarapb
ENSP00000306884	ENSG00000169248	CXCL11	ENSDARP00000135444	ENSDARG00000100662	cxcl11.1
ENSP00000306887	ENSG00000171202	TMEM126A	ENSDARP00000148912	ENSDARG00000014506	tmem126a
ENSP00000306888	ENSG00000162391	FAM151A	ENSDARP00000075469	ENSDARG00000058218	fam151a
ENSP00000306968	ENSG00000144354	CDCA7	ENSDARP00000117288	ENSDARG00000077620	cdca7a
ENSP00000306983	ENSG00000163872	YEATS2	ENSDARP00000103910	ENSDARG00000078767	yeats2
ENSP00000306997	ENSG00000172399	MYOZ2	ENSDARP00000120440	ENSDARG00000037266	myoz2b
ENSP00000306999	ENSG00000171320	ESCO2	ENSDARP00000002535	ENSDARG00000014685	esco2
ENSP00000307004	ENSG00000169621	APLF	ENSDARP00000137031	ENSDARG00000096566	zgc:165656
ENSP00000307023	ENSG00000172059	KLF11	ENSDARP00000112617	ENSDARG00000030844	klf11a
ENSP00000307046	ENSG00000169439	SDC2	ENSDARP00000115190	ENSDARG00000002731	sdc2
ENSP00000307077	ENSG00000171806	METTL18	ENSDARP00000104104	ENSDARG00000074588	METTL18
ENSP00000307080	ENSG00000269858	EGLN2	ENSDARP00000126905	ENSDARG00000062562	egln2
ENSP00000307093	ENSG00000171533	MAP6	ENSDARP00000100394	ENSDARG00000074521	map6a
ENSP00000307126	ENSG00000168350	DEGS2	ENSDARP00000110231	ENSDARG00000042544	degs2
ENSP00000307129	ENSG00000171060	C8orf74	ENSDARP00000104159	ENSDARG00000075206	si:dkey-100n19.2
ENSP00000307183	ENSG00000168556	ING2	ENSDARP00000134787	ENSDARG00000104907	ing2
ENSP00000307188	ENSG00000126522	ASL	ENSDARP00000040189	ENSDARG00000033361	asl
ENSP00000307241	ENSG00000168291	PDHB	ENSDARP00000002122	ENSDARG00000021346	pdhb
ENSP00000307259	ENSG00000169313	P2RY12	ENSDARP00000128926	ENSDARG00000069945	p2ry12
ENSP00000307260	ENSG00000106638	TBL2	ENSDARP00000063641	ENSDARG00000043357	tbl2
ENSP00000307264	ENSG00000171067	C11orf24	ENSDARP00000104692	ENSDARG00000089303	BX572619.1
ENSP00000307265	ENSG00000170604	IRF2BP1	ENSDARP00000026919	ENSDARG00000005468	irf2bp1
ENSP00000307288	ENSG00000166508	MCM7	ENSDARP00000132487	ENSDARG00000101180	mcm7
ENSP00000307297	ENSG00000169105	CHST14	ENSDARP00000063151	ENSDARG00000043011	chst14
ENSP00000307298	ENSG00000169018	FEM1B	ENSDARP00000085236	ENSDARG00000062636	fem1b
ENSP00000307369	ENSG00000169291	SHE	ENSDARP00000118971	ENSDARG00000087956	she
ENSP00000307423	ENSG00000168282	MGAT2	ENSDARP00000068744	ENSDARG00000052408	mgat2
ENSP00000307449	ENSG00000103154	NECAB2	ENSDARP00000117814	ENSDARG00000056745	necab2
ENSP00000307461	ENSG00000169330	MINAR1	ENSDARP00000142049	ENSDARG00000105432	MINAR1
ENSP00000307549	ENSG00000171246	NPTX1	ENSDARP00000091100	ENSDARG00000074671	nptx1l
ENSP00000307567	ENSG00000172053	QARS1	ENSDARP00000060918	ENSDARG00000010316	qars1
ENSP00000307636	ENSG00000171160	MORN4	ENSDARP00000099279	ENSDARG00000039062	morn4
ENSP00000307640	ENSG00000172425	TTC36	ENSDARP00000017354	ENSDARG00000011693	ttc36
ENSP00000307701	ENSG00000168785	TSPAN5	ENSDARP00000108910	ENSDARG00000086033	tspan5a
ENSP00000307722	ENSG00000170091	NSG2	ENSDARP00000140381	ENSDARG00000102975	nsg2
ENSP00000307786	ENSG00000172115	CYCS	ENSDARP00000034555	ENSDARG00000044562	cycsb
ENSP00000307831	ENSG00000173567	ADGRF3	ENSDARP00000129129	ENSDARG00000087870	adgrf3a
ENSP00000307833	ENSG00000167196	FBXO22	ENSDARP00000070020	ENSDARG00000053505	fbxo22
ENSP00000307853	ENSG00000172732	MUS81	ENSDARP00000091555	ENSDARG00000069326	mus81
ENSP00000307859	ENSG00000110628	SLC22A18	ENSDARP00000120263	ENSDARG00000052271	slc22a18
ENSP00000307889	ENSG00000167526	RPL13	ENSDARP00000132139	ENSDARG00000099380	rpl13
ENSP00000307939	ENSG00000135968	GCC2	ENSDARP00000152934	ENSDARG00000110024	FQ377903.3
ENSP00000307971	ENSG00000169733	RFNG	ENSDARP00000105906	ENSDARG00000019746	rfng
ENSP00000308000	ENSG00000149016	TUT1	ENSDARP00000074395	ENSDARG00000057321	tut1
ENSP00000308022	ENSG00000173011	TADA2B	ENSDARP00000012853	ENSDARG00000003769	tada2b
ENSP00000308117	ENSG00000174807	CD248	ENSDARP00000104316	ENSDARG00000077938	cd248b
ENSP00000308179	ENSG00000065183	WDR3	ENSDARP00000023281	ENSDARG00000011079	wdr3
ENSP00000308219	ENSG00000174136	RGMB	ENSDARP00000017606	ENSDARG00000079323	rgmb
ENSP00000308236	ENSG00000173163	COMMD1	ENSDARP00000091561	ENSDARG00000031203	commd1
ENSP00000308275	ENSG00000204316	MRPL38	ENSDARP00000057982	ENSDARG00000039667	mrpl38
ENSP00000308332	ENSG00000147679	UTP23	ENSDARP00000130967	ENSDARG00000105012	utp23
ENSP00000308339	ENSG00000120341	SEC16B	ENSDARP00000135911	ENSDARG00000099554	sec16b
ENSP00000308361	ENSG00000174944	P2RY14	ENSDARP00000130181	ENSDARG00000103305	P2RY14
ENSP00000308369	ENSG00000174106	LEMD3	ENSDARP00000005474	ENSDARG00000015824	lemd3
ENSP00000308405	ENSG00000105968	H2AZ2	ENSDARP00000090434	ENSDARG00000068820	h2az2a
ENSP00000308450	ENSG00000117399	CDC20	ENSDARP00000140575	ENSDARG00000100741	cdc20
ENSP00000308452	ENSG00000128422	KRT17	ENSDARP00000096586	ENSDARG00000000212	krt97
ENSP00000308466	ENSG00000108187	PBLD	ENSDARP00000147114	ENSDARG00000111119	pbld
ENSP00000308472	ENSG00000243056	EIF4EBP3	ENSDARP00000060989	ENSDARG00000041607	eif4ebp3l
ENSP00000308479	ENSG00000174946	GPR171	ENSDARP00000140413	ENSDARG00000105008	gpr171
ENSP00000308535	ENSG00000174567	GOLT1A	ENSDARP00000110882	ENSDARG00000088933	golt1a
ENSP00000308541	ENSG00000180210	F2	ENSDARP00000052324	ENSDARG00000036041	f2
ENSP00000308546	ENSG00000146834	MEPCE	ENSDARP00000145592	ENSDARG00000059461	mepce
ENSP00000308548	ENSG00000174276	ZNHIT2	ENSDARP00000050584	ENSDARG00000030805	znhit2
ENSP00000308549	ENSG00000163485	ADORA1	ENSDARP00000101777	ENSDARG00000075694	adora1b
ENSP00000308583	ENSG00000175279	CENPS	ENSDARP00000094265	ENSDARG00000070485	cenps
ENSP00000308591	ENSG00000175229	GAL3ST3	ENSDARP00000102615	ENSDARG00000073728	gal3st3
ENSP00000308610	ENSG00000115159	GPD2	ENSDARP00000119186	ENSDARG00000062430	gpd2
ENSP00000308620	ENSG00000175097	RAG2	ENSDARP00000068402	ENSDARG00000052121	rag2
ENSP00000308717	ENSG00000175581	MRPL48	ENSDARP00000111972	ENSDARG00000035167	mrpl48
ENSP00000308727	ENSG00000173705	SUSD5	ENSDARP00000109477	ENSDARG00000088277	susd5
ENSP00000308733	ENSG00000173250	GPR151	ENSDARP00000139756	ENSDARG00000104291	GPR151
ENSP00000308750	ENSG00000173894	CBX2	ENSDARP00000066052	ENSDARG00000044938	cbx2
ENSP00000308759	ENSG00000173276	ZBTB21	ENSDARP00000118058	ENSDARG00000043285	zbtb21
ENSP00000308770	ENSG00000173597	SULT1B1	ENSDARP00000023637	ENSDARG00000006811	sult1st6
ENSP00000308820	ENSG00000166405	RIC3	ENSDARP00000139150	ENSDARG00000101185	CABZ01095001.1
ENSP00000308870	ENSG00000106404	CLDN15	ENSDARP00000150812	ENSDARG00000112049	cldn15a
ENSP00000308873	ENSG00000152076	CCDC74B	ENSDARP00000120045	ENSDARG00000093026	si:ch211-222n4.2
ENSP00000308893	ENSG00000162804	SNED1	ENSDARP00000065254	ENSDARG00000044433	sned1
ENSP00000308895	ENSG00000173638	SLC19A1	ENSDARP00000152274	ENSDARG00000033993	slc19a1
ENSP00000308897	ENSG00000174547	MRPL11	ENSDARP00000016196	ENSDARG00000013075	mrpl11
ENSP00000308928	ENSG00000083799	CYLD	ENSDARP00000123913	ENSDARG00000060058	cylda
ENSP00000308944	ENSG00000071794	HLTF	ENSDARP00000120933	ENSDARG00000026053	hltf
ENSP00000308976	ENSG00000174453	VWC2L	ENSDARP00000115777	ENSDARG00000069134	vwc2l
ENSP00000309007	ENSG00000174796	THAP6	ENSDARP00000100340	ENSDARG00000056213	si:ch73-130a3.4
ENSP00000309031	ENSG00000175073	VCPIP1	ENSDARP00000078952	ENSDARG00000060177	vcpip1
ENSP00000309036	ENSG00000048140	TSPAN17	ENSDARP00000157611	ENSDARG00000114067	tspan17
ENSP00000309087	ENSG00000173261	PLAC8L1	ENSDARP00000147428	ENSDARG00000069031	plac8l1
ENSP00000309126	ENSG00000130305	NSUN5	ENSDARP00000063417	ENSDARG00000043209	nsun5
ENSP00000309142	ENSG00000174840	PDE12	ENSDARP00000067607	ENSDARG00000030964	pde12
ENSP00000309163	ENSG00000173653	RCE1	ENSDARP00000149451	ENSDARG00000110988	AL935193.1
ENSP00000309285	ENSG00000173013	CCDC96	ENSDARP00000052200	ENSDARG00000035963	ccdc96
ENSP00000309334	ENSG00000174748	RPL15	ENSDARP00000122141	ENSDARG00000009285	rpl15
ENSP00000309336	ENSG00000172789	HOXC5	ENSDARP00000121862	ENSDARG00000070340	hoxc5a
ENSP00000309338	ENSG00000175505	CLCF1	ENSDARP00000124677	ENSDARG00000076140	clcf1
ENSP00000309376	ENSG00000135535	CD164	ENSDARP00000002468	ENSDARG00000013628	cd164
ENSP00000309415	ENSG00000175416	CLTB	ENSDARP00000143798	ENSDARG00000052368	cltb
ENSP00000309429	ENSG00000174165	ZDHHC24	ENSDARP00000132373	ENSDARG00000105134	zdhhc24
ENSP00000309430	ENSG00000087111	PIGS	ENSDARP00000131639	ENSDARG00000017813	pigs
ENSP00000309432	ENSG00000141699	RETREG3	ENSDARP00000105943	ENSDARG00000059804	retreg3
ENSP00000309439	ENSG00000170689	HOXB9	ENSDARP00000022169	ENSDARG00000056023	hoxb9a
ENSP00000309457	ENSG00000006715	VPS41	ENSDARP00000116849	ENSDARG00000063573	vps41
ENSP00000309463	ENSG00000175536	LIPT2	ENSDARP00000092768	ENSDARG00000069852	lipt2
ENSP00000309493	ENSG00000173612	GPRC6A	ENSDARP00000002697	ENSDARG00000005371	gprc6a
ENSP00000309509	ENSG00000145287	PLAC8	ENSDARP00000121643	ENSDARG00000094438	plac8.2
ENSP00000309515	ENSG00000175287	PHYHD1	ENSDARP00000123099	ENSDARG00000029905	phyhd1
ENSP00000309570	ENSG00000118263	KLF7	ENSDARP00000095092	ENSDARG00000043821	klf7b
ENSP00000309572	ENSG00000164362	TERT	ENSDARP00000124988	ENSDARG00000042637	tert
ENSP00000309595	ENSG00000107815	TWNK	ENSDARP00000130722	ENSDARG00000099900	twnk
ENSP00000309606	ENSG00000175213	ZNF408	ENSDARP00000052328	ENSDARG00000036043	znf408
ENSP00000309640	ENSG00000173950	XXYLT1	ENSDARP00000110372	ENSDARG00000088799	xxylt1
ENSP00000309644	ENSG00000145919	BOD1	ENSDARP00000149005	ENSDARG00000103922	bod1
ENSP00000309681	ENSG00000173581	CCDC106	ENSDARP00000003598	ENSDARG00000004211	ccdc106a
ENSP00000309689	ENSG00000077454	LRCH4	ENSDARP00000150850	ENSDARG00000068258	lrch4
ENSP00000309714	ENSG00000174705	SH3PXD2B	ENSDARP00000137221	ENSDARG00000103251	sh3pxd2b
ENSP00000309751	ENSG00000174327	SLC16A13	ENSDARP00000156069	ENSDARG00000112611	CR352261.2
ENSP00000309772	ENSG00000106034	CPED1	ENSDARP00000116630	ENSDARG00000045747	cped1
ENSP00000309790	ENSG00000129534	MIS18BP1	ENSDARP00000128453	ENSDARG00000042563	mis18bp1
ENSP00000309794	ENSG00000167291	TBC1D16	ENSDARP00000122393	ENSDARG00000036994	tbc1d16
ENSP00000309826	ENSG00000106459	NRF1	ENSDARP00000149440	ENSDARG00000000018	nrf1
ENSP00000309836	ENSG00000244607	CCDC13	ENSDARP00000124394	ENSDARG00000063451	ccdc13
ENSP00000310003	ENSG00000174871	CNIH2	ENSDARP00000115028	ENSDARG00000043662	cnih2
ENSP00000310042	ENSG00000173545	ZNF622	ENSDARP00000014151	ENSDARG00000014692	znf622
ENSP00000310110	ENSG00000125355	TMEM255A	ENSDARP00000100262	ENSDARG00000073911	tmem255a
ENSP00000310117	ENSG00000173457	PPP1R14B	ENSDARP00000113436	ENSDARG00000030161	ppp1r14bb
ENSP00000310170	ENSG00000175592	FOSL1	ENSDARP00000011823	ENSDARG00000015355	fosl1a
ENSP00000310241	ENSG00000172940	SLC22A13	ENSDARP00000076638	ENSDARG00000059166	slc22a13b
ENSP00000310303	ENSG00000173769	TOPAZ1	ENSDARP00000139297	ENSDARG00000099801	topaz1
